不重複,,Date Created,Platform,Model #,Accessories,Brand,Title,SKU,Product URL,Image URL,Exclude Update,20260101
不重複,,2026-01-04-01,R-GoTools,GTS 10 XC,"with saw blade x1, battery x1, stand x1",Bosch,Bosch Tischkreissäge GTS 10 XC + Tisch GTA6000 + Nass/Trockensauger GAS 35 M AFC,120597,https://www.gotools.de/gt-specials/gotools-exclusives/bosch-tischkreissaege-gts-10-xc-tisch-gta6000-nass-trockensauger-gas-35-m-afc_120597_11595,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/120597/middle/120597-0615990EM9---06019C3100-neu.jpg.avif,N,1441.99
不重複,,2026-01-04-01,R-Contorion,GTS 10 XC,-,Bosch,Bosch Tischsäge GTS 10 XC,132248,https://www.contorion.de/p/bosch-tischsaege-gts-10-xc-132248,https://media.contorion.de/media/images/products/bosch-tischsaege-gts-10-xc-132248-0-fw_jQn0V-xm.jpg,N,994.99
不重複,,2026-01-04-01,R-Conrad,GTS 10 XC,with saw blade x1,Bosch,Bosch Professional GTS 10 XC Professional Tischkreissäge 254 mm 30 mm 2100 W,2149318,https://www.conrad.de/de/p/bosch-professional-gts-10-xc-professional-tischkreissaege-254-mm-30-mm-2100-w-2149318.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/002149318PI00/bosch-professional-gts-10-xc-professional-tischkreissaege-254-mm-30-mm-2100-w.jpg?x=300&y=300,N,802.52
不重複,,2026-01-04-01,R-Toolineo,GTS 10 XC,-,Bosch,Bosch - Tischkreissäge GTS 10 XC,V00000000082051,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/tischkreissaege/tischkreissaege-gts-10-xc-0601b30400-v00000000082051-prdV00000000082051-ctg28313.28549.32185,https://tlnzzassetsprd.blob.core.windows.net/images/web/IMG-RD-376180-117200x200.jpg,N,1024.99
不重複,,2026-01-04-01,Bosch,GTS 10 XC,"with saw blade x1, stand x1",Bosch,GTS 10 XC,0601B30400,https://www.bosch-professional.com/de/de/products/gts-10-xc-0601B30400,https://www.bosch-professional.com/de/de/ocsmedia/322997-54/product-image/265x265/tischsaege-gts-10-xc-0601b30400.png,N,1160
不重複,,2026-01-04-01,R-OBI,GTS 10 XC,"with saw blade x1, battery x0, stand x0",Bosch,Bosch Professional Tischkreissäge GTS 10 XC 2.000 W mit Kreissägeblatt Ø 254 mm,3377967,https://www.obi.de/p/3377967/bosch-professional-tischkreissaege-gts-10-xc-2-000-w-mit-kreissaegeblatt-254-mm,https://bilder.obi.de/bbe548fa-dd29-4043-93dc-36d12270e2f7/prZZK/image.jpeg,N,799.99
不重複,,2026-01-04-01,R-Hornbach,GTS 10 XC,with saw blade x1,Bosch,"Tischkreissäge Bosch Professional GTS 10 XC inkl. 1 x Kreissägeblatt (Optiline Wood, 254 x 2,8/1,8 x 30 mm, 24 Zähne) und Zubehör",10390467,https://www.hornbach.de/p/tischkreissaege-bosch-professional-gts-10-xc-inkl-1-x-kreissaegeblatt-optiline-wood-254-x-2-8-1-8-x-30-mm-24-zaehne-und-zubehoer/10390467/,https://media.hornbach.de/hb/packshot/as.34971254.jpg?dvid=8,N,845
不重複,,2026-01-04-01,R-GoTools,GTS 10 XC,with stand x1,Bosch,Bosch Tischkreissäge GTS 10 XC Professional im Set inkl. Arbeitstisch GTA 6000,114608,https://www.gotools.de/marken/bosch/elektrowerkzeugfuerprofis/fachhandels-sondertypen/bosch-tischkreissaege-gts-10-xc-professional-im-set-inkl-arbeitstisch-gta-6000_114608_5597,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/114608/middle/114608-0615990EM9-neu.jpg.avif,N,957.99
不重複,,2026-01-04-01,R-toom,GTS 10 J,with saw blade x1,Bosch,"Tischkreissäge 'Professional GTS 10J' 1800 W, inkl. Sägeblatt",1500921,https://toom.de/p/tischkreissaege-professional-gts-10j-1800-w-inkl-saegeblatt/1500921,https://static.toom.de/produkte/bilder/1500921/1500921_01.png?quality=80&format=jpg&width=350,N,699
不重複,,2026-01-04-01,R-Conrad,GTS 18V-216,"with saw blade x1, battery x1, stand x1",Bosch,Bosch Professional GTS 18V-216 GTA 560 Akku-Tischkreissäge 216 mm 30 mm 18 V,2436734,https://www.conrad.de/de/p/bosch-professional-gts-18v-216-gta-560-akku-tischkreissaege-216-mm-30-mm-18-v-2436734.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/002436734PI00/bosch-professional-gts-18v-216-gta-560-akku-tischkreissaege-216-mm-30-mm-18-v.jpg?x=300&y=300,N,504.31
不重複,,2026-01-04-01,R-GoTools,GTS 18V-216,"with saw blade x1, battery x1, stand x1",Bosch,Bosch Akku-Tischkreissäge BITURBO GTS 18V-216 mit Arbeitstisch GTA 560,130322,https://www.gotools.de/marken/bosch/bosch-akku-tischkreissaege-biturbo-gts-18v-216-mit-arbeitstisch-gta-560_130322_21319,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/130322/middle/IMG-RD-332979-16.jpg.avif,N,599.99
不重複,,2026-01-04-01,R-GoTools,GTS 18V-216,-,Bosch,Bosch BITURBO Akku-Tischkreissäge GTS 18V-216 ohne Akku ohne Lader,129434,https://www.gotools.de/marken/bosch/elektrowerkzeugfuerprofis/bosch-biturbo-akku-tischkreissaege-gts-18v-216-ohne-akku-ohne-lader_129434_20432,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/129434/middle/IMG-RD-376181-117.jpg.avif,N,657.99
不重複,,2026-01-04-01,R-Conrad,GTS 18V-216,"with saw blade x1, battery x1, stand x1",Bosch,"Bosch GTS 18V-216 Professional Akku Tischkreissäge 18 V 216 mm Biturbo Brushless + 1x ProCORE Akku 8,0 Ah",903568125,https://www.conrad.de/de/p/bosch-gts-18v-216-professional-akku-tischkreissaege-18-v-216-mm-biturbo-brushless-1x-procore-akku-8-0-ah-903568125.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/903568113PI00/bosch-gts-18v-216-professional-akku-tischkreissaege-18-v-216-mm-biturbo-brushless-1x-procore-akku-8-0-ah.jpg?x=300&y=300,N,749.43
不重複,,2026-01-04-01,R-Conrad,GTS 18V-216,with battery x1,Bosch,"Bosch GTS 18V-216 Professional Akku Tischkreissäge 18 V 216 mm Biturbo Brushless + 1x ProCORE Akku 4,0 Ah",903568146,https://www.conrad.de/de/p/bosch-gts-18v-216-professional-akku-tischkreissaege-18-v-216-mm-biturbo-brushless-1x-procore-akku-4-0-ah-903568146.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/842490784PI00/bosch-gts-18v-216-professional-akku-tischkreissaege-18-v-216-mm-biturbo-brushless-1x-procore-akku-4-0-ah.jpg?x=300&y=300,N,547.18
不重複,,2026-01-04-01,R-Conrad,GTS 18V-216,-,Bosch,Bosch Professional GTS 18V-216 Akku-Tischkreissäge 216 mm 30 mm 18 V,2436733,https://www.conrad.de/de/p/bosch-professional-gts-18v-216-akku-tischkreissaege-216-mm-30-mm-18-v-2436733.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/002436733PI00/bosch-professional-gts-18v-216-akku-tischkreissaege-216-mm-30-mm-18-v.jpg?x=300&y=300,N,482.4
不重複,,2026-01-04-01,R-Toolineo,GTS 18V-216,-,Bosch,Bosch - Akku-Tischkreissäge BITURBO GTS 18V-216 (0601B44000),V00000003293621,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/tischkreissaege/akku-tischkreissaege-biturbo-gts-18v-216-0601b44000-v00000003293621-prdV00000003293621-ctg28313.28549.32185,https://tlnzzassetsprd.blob.core.windows.net/images/web/IMG-RD-376181-117200x200.jpg,N,803.25
不重複,,2026-01-04-01,R-OBI,GTS 18V-216,"with saw blade x1, battery x1, stand x1",Bosch,Bosch Professional Akku-Tischkreissäge GTS 18V-216 mit Tisch GTA 560 Solo,6056667,https://www.obi.de/p/6056667/bosch-professional-akku-tischkreissaege-gts-18v-216-mit-tisch-gta-560-solo,https://bilder.obi.de/11b708bd-8f75-4403-bb72-3ea5a56ead8a/prZZK/image.jpeg,N,729.99
不重複,,2026-01-04-01,R-OBI,GTS 18V-216,with saw blade x1,Bosch,Bosch Professional Akku-Tischkreissäge GTS 18V-216 Solo inkl. Kreissägeblatt,3398054,https://www.obi.de/p/3398054/bosch-professional-akku-tischkreissaege-gts-18v-216-solo-inkl-kreissaegeblatt,https://bilder.obi.de/740eb20e-ed50-4a10-b956-87da9d62aa3a/prZZK/image.jpeg,N,599.99
不重複,,2026-01-04-01,Bosch,GTS 18V-216,-,Bosch,GTS 18V-216,0601B44000,https://www.bosch-professional.com/de/de/products/gts-18v-216-0601B44000,https://www.bosch-professional.com/de/de/ocsmedia/329857-54/product-image/265x265/akku-tischkreissaege-biturbo-gts-18v-216-0601b44000.png,N,885
不重複,,2026-01-04-01,R-Conrad,GTS 18V-70,with battery x1,Bosch,Bosch Professional GTS 18V-70 Akku-Tischkreissäge 18 V,3473530,https://www.conrad.de/de/p/bosch-professional-gts-18v-70-akku-tischkreissaege-18-v-3473530.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003473530PI00/bosch-professional-gts-18v-70-akku-tischkreissaege-18-v.jpg?x=300&y=300,N,667.99
不重複,,2026-01-04-01,R-OBI,-,"with saw blade x1, battery x1, stand x1",Bosch,"Bosch Kreissägeblatt Multi Material 300 x 30 x 3,2 mm 96 Zähne",4406609,https://www.obi.de/p/4406609/bosch-kreissaegeblatt-multi-material-300-x-30-x-3-2-mm-96-zaehne,https://bilder.obi.de/0ec2e99d-7d37-4473-9964-98c4f19063c3/prZZK/image.jpeg,Y,144.99
不重複,,2026-01-04-01,Bosch,GTS 18V-70,-,Bosch,GTS 18V-70,0601B44100,https://www.bosch-professional.com/de/de/products/gts-18v-70-0601B44100,https://www.bosch-professional.com/de/de/ocsmedia/564988-54/product-image/265x265/tischsaege-gts-18v-70-0601b44100.png,N,880
不重複,,2026-01-04-01,R-OBI,GTS 18V-70,"with saw blade x0, battery x1, stand x0",Bosch,Bosch Professional Akku-Tischkreissäge GTS 18V-70,2191152207725,https://www.obi.de/p/2191152207725/bosch-professional-akku-tischkreissaege-gts-18v-70,https://bilder.obi.de/089494f0-6dae-4d76-9455-0c9ddae13bfd/prZZK/image.jpeg,N,1029
不重複,,2026-01-04-01,R-OBI,GAM 220 MF,,Bosch,Bosch Professional Winkelmesser GAM 220 MF,1082973,https://www.obi.de/p/1082973/bosch-professional-winkelmesser-gam-220-mf,https://bilder.obi.de/f9f08e5a-c1c0-469a-b003-e062f860d445/prZZK/image.jpeg,Y,169.99
不重複,,2026-01-04-01,R-toom,GTS 254,-,Bosch,Tischkreissäge 'Professional GTS 254' 1800 W,10489802,https://toom.de/p/tischkreissaege-professional-gts-254-1800-w/10489802,https://static.toom.de/produkte/bilder/10489802/10489802_01.png?quality=80&format=jpg&width=300,N,299
不重複,,2026-01-04-01,R-GoTools,GTS 635-216,"with saw blade x1, battery x1, stand x1",Bosch,Bosch Tischkreissäge GTS 635-216 + GTA 560(C) + Nass-/Trockensauger GAS 35 M AFC,120601,https://www.gotools.de/gt-specials/gotools-exclusives/bosch-tischkreissaege-gts-635-216-gta-560-c-nass-trockensauger-gas-35-m-afc_120601_11599,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/120601/middle/120601-0601B42001---06019C3100-neu.jpg.avif,N,1154.99
不重複,,2026-01-04-01,R-GoTools,GTS 635-216,"with saw blade x0, battery x0, stand x1",Bosch,Bosch Tischkreissäge GTS 635-216 + GTA 560(C) + Nass/Trockensauger GAS 35 L SFC+,120600,https://www.gotools.de/marken/bosch/elektrowerkzeugfuerprofis/stationaergeraete-tische/stationaergeraete-1/bosch-tischkreissaege-gts-635-216-gta-560-c-nass-trockensauger-gas-35-l-sfc_120600_11598,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/120600/middle/120600-0601B42001---06019C3000.jpg.avif,N,985.99
不重複,,2026-01-04-01,R-GoTools,GTS 635-216,-,Bosch,Bosch Tischkreissäge GTS 635-216 + Bosch Nass-/Trockensauger GAS 35 L SFC+,120598,https://www.gotools.de/gt-specials/gotools-exclusives/bosch-tischkreissaege-gts-635-216-bosch-nass-trockensauger-gas-35-l-sfc_120598_11596,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/120598/middle/120598-0601B42000---06019C3000.jpg.avif,N,867.99
不重複,,2026-01-04-01,Bosch,GTA 560,,Bosch,GTA 560,0601B22700,https://www.bosch-professional.com/de/de/products/gta-560-0601B22700,https://www.bosch-professional.com/de/de/ocsmedia/296655-54/product-image/265x265/transport-und-arbeitstisch-gta-560-0601b22700.png,Y,97
不重複,,2026-01-04-01,Bosch,GTA 600,,Bosch,GTA 600,0601B22001,https://www.bosch-professional.com/de/de/products/gta-600-0601B22001,https://www.bosch-professional.com/de/de/ocsmedia/82675-54/product-image/265x265/transport-und-arbeitstisch-gta-600-0601b22001.png,Y,129
不重複,,2026-01-04-01,Bosch,GTA 6000,,Bosch,GTA 6000,0601B24100,https://www.bosch-professional.com/de/de/products/gta-6000-0601B24100,https://www.bosch-professional.com/de/de/ocsmedia/81597-54/product-image/265x265/transport-und-arbeitstisch-gta-6000-0601b24100.png,Y,153
不重複,,2026-01-04-01,Bosch,GTA 60 W,,Bosch,GTA 60 W,0601B12000,https://www.bosch-professional.com/de/de/products/gta-60-w-0601B12000,https://www.bosch-professional.com/de/de/ocsmedia/56269-54/product-image/265x265/transport-und-arbeitstisch-gta-60-w-0601b12000.png,Y,286
不重複,,2026-01-04-01,Bosch,GTA 571,,Bosch,GTA 571,0601B22800,https://www.bosch-professional.com/de/de/products/gta-571-0601B22800,https://www.bosch-professional.com/de/de/ocsmedia/566460-54/product-image/265x265/transport-und-arbeitstisch-gta-571-0601b22800.png,Y,99
不重複,,2026-01-04-01,R-Contorion,GTS 635-216,with stand x1,Bosch,Bosch Tischsäge GTS 635-216 und Arbeitstisch GTA 560,98037461,https://www.contorion.de/p/bosch-tischsaege-gts-635-216-und-arbeitstisch-gta-560-98037461,https://media.contorion.de/media/images/products/bosch-tischsaege-gts-635-216-und-arbeitstisch-gta-560-98037461-0-_LAc3LGk-xm.jpg,N,646.99
不重複,,2026-01-04-01,R-Conrad,GTS 635-216,-,Bosch,Bosch Professional Bosch Power Tools Tischkreissäge 216 mm 1600 W,2148677,https://www.conrad.de/de/p/bosch-professional-bosch-power-tools-tischkreissaege-216-mm-1600-w-2148677.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/002148677PI00/bosch-professional-bosch-power-tools-tischkreissaege-216-mm-1600-w.jpg?x=300&y=300,N,441.18
不重複,,2026-01-04-01,R-Conrad,GTS 635-216,-,Bosch,Bosch Professional Bosch Power Tools Tischkreissäge 216 mm 30 mm 1600 W 240 V,2139521,https://www.conrad.de/de/p/bosch-professional-bosch-power-tools-tischkreissaege-216-mm-30-mm-1600-w-240-v-2139521.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/002139521PI00/bosch-professional-bosch-power-tools-tischkreissaege-216-mm-30-mm-1600-w-240-v.jpg?x=300&y=300,N,399.49
不重複,,2026-01-04-01,R-Toolineo,GTS 635-216,-,Bosch,Bosch - Tischsäge GTS 635-216 Professional,V00000002792450,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/tischkreissaege/tischsaege-gts-635-216-professional-v00000002792450-prdV00000002792450-ctg28313.28549.32185,https://tlnzzassetsprd.blob.core.windows.net/images/web/IMG-RD-376184-117200x200.jpg,N,483.98
不重複,,2026-01-04-01,R-GoTools,GTS 635-216,-,Bosch,Bosch Tischkreissäge GTS 635-216 Professional + Nass-/Trockensauger GAS 35 M AFC,120599,https://www.gotools.de/gt-specials/gotools-exclusives/bosch-tischkreissaege-gts-635-216-professional-nass-trockensauger-gas-35-m-afc_120599_11597,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/120599/middle/120599-0601B42000---06019C3100-neu.jpg.avif,N,1019.99
不重複,,2026-01-04-01,R-Toolineo,GTS 635-216,-,Bosch,Bosch - Tischkreissäge GTS 635-216,V00000002047164,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/tischkreissaege/tischsaege-gts-635-216-und-arbeitstisch-gta-560-0601b42001-v00000002047164-prdV00000002047164-ctg28313.28549.32185,https://tlnzzassetsprd.blob.core.windows.net/images/web/IMG-RD-376183-117200x200.jpg,N,580.72
不重複,,2026-01-04-01,Bosch,GTS 635-216,with saw blade x1,Bosch,GTS 635-216,0601B42000,https://www.bosch-professional.com/de/de/products/gts-635-216-0601B42000,https://www.bosch-professional.com/de/de/ocsmedia/293788-54/product-image/265x265/tischsaege-gts-635-216-0601b42000.png,N,558
不重複,,2026-01-04-01,R-Bauhaus,GTS 635-216,with saw blade x1,Bosch,Tischkreissäge GTS 635-216,26703688,https://www.bauhaus.at/tischkreissaegen/bosch-professional-tischkreissaege-gts-635-216/p/26703688,https://media.cdn.bauhaus/m/294524-1/15.jpg,N,339
不重複,,2026-01-04-01,R-OBI,GTS 635-216,"with saw blade x1, stand x1",Bosch,Bosch Professional Tischsäge GTS 635-216 + Arbeitstisch GTA 560 im Karton,6868087,https://www.obi.de/p/6868087/bosch-professional-tischsaege-gts-635-216-arbeitstisch-gta-560-im-karton,https://bilder.obi.de/3d7f8068-680a-42f6-a073-4392cd70550e/prZZK/image.jpeg,N,469.99
不重複,,2026-01-04-01,R-OBI,GTS 635-216,-,Bosch,Bosch Professional Tischkreissäge GTS 635-216,7473481,https://www.obi.de/p/7473481/bosch-professional-tischkreissaege-gts-635-216,https://bilder.obi.de/081dc23b-b9c6-41a3-86ad-a2968704cdc8/prZZK/image.jpeg,N,399.99
不重複,,2026-01-04-01,R-OBI,GTS 635-216,with saw blade x1,Bosch,Bosch Professional Tischkreissäge GTS 635-216 1.600 W inkl. Zusatzsägeblatt,8727752,https://www.obi.de/p/8727752/bosch-professional-tischkreissaege-gts-635-216-1-600-w-inkl-zusatzsaegeblatt,https://bilder.obi.de/beaa7efb-0a35-4131-9e88-832a9f3ac0c6/prZZK/image.jpeg,N,339.99
不重複,,2026-01-04-01,R-Hornbach,GTS 635-216,with saw blade x1,Bosch,"Tischsäge Bosch Professional GTS 635-216 inkl. Sägeblatt (Optiline Wood, 216 x 30 x 1,6 mm, 22 Zähne)",10074401,https://www.hornbach.de/p/tischsaege-bosch-professional-gts-635-216-inkl-saegeblatt-optiline-wood-216-x-30-x-1-6-mm-22-zaehne/10074401/,https://media.hornbach.de/hb/packshot/as.47332286.jpg?dvid=8,N,339
不重複,,2026-01-04-01,R-Hellweg,GTS 635-216,-,Bosch,Bosch Professional Tischkreissäge GTS 635-216 K,277756,https://www.hellweg.de/a/bosch-professional-tischkreissaege-gts-635-216-k-277756,https://cdn.hellweg.digital/media/f7/31/50/1758930847/277756_Bosch_Professional_Tischkreissaege_GTS_635-216_K_0601B42000_01.jpg.jpg,N,379
不重複,,2026-01-04-01,R-Contorion,GTS 70-216,-,Bosch,Bosch Tischkreissäge GTS 70-216 (solo; C),94187697,https://www.contorion.de/p/bosch-tischkreissaege-gts-70-216-solo-c-94187697,https://media.contorion.de/media/images/products/bosch-tischkreissaege-gts-70-216-solo-c-94187697-0-CeGty8Qf-xm.jpg,N,635.98
不重複,,2026-01-04-01,Bosch,GTS 70-216,-,Bosch,GTS 70-216,0601B30600,https://www.bosch-professional.com/de/de/products/gts-70-216-0601B30600,https://www.bosch-professional.com/de/de/ocsmedia/564985-54/product-image/265x265/tischsaege-gts-70-216-0601b30600.png,N,680
不重複,,2026-01-04-01,R-OBI,GTS 70-216,-,Bosch,Bosch Professional Tischkreissäge GTS 70-216,2191152207794,https://www.obi.de/p/2191152207794/bosch-professional-tischkreissaege-gts-70-216,https://bilder.obi.de/007c285b-db5a-4f4c-ad35-cc7aeb5e6e95/prZZK/image.jpeg,N,799.99
不重複,,2026-01-04-01,R-toom,GTS635 216,-,Bosch,Tischkreissäge 'GTS635 216 Professional' 1600 W,1501496,https://toom.de/p/tischkreissaege-gts635-216-professional-1600-w/1501496,https://static.toom.de/produkte/bilder/1501496/1501496_01.png?quality=80&format=jpg&width=300,N,339
不重複,,2026-01-04-01,R-OBI,CSC 350-2000 PRO,-,Cross Tools,Cross Tools Steintrennmaschine CSC 350-2000 PRO,1937341,https://www.obi.de/p/1937341/cross-tools-steintrennmaschine-csc-350-2000-pro,https://bilder.obi.de/9793273f-e510-4782-9595-68cf1dd147bb/prZZK/image.jpeg,N,1079
不重複,,2026-01-04-01,R-Contorion,D27111-QS,-,DEWALT,DEWALT Paneel + Tischkreissäge D27111-QS,10031516,https://www.contorion.de/p/dewalt-paneel-tischkreissaege-d27111-qs-10031516,https://media.contorion.de/media/images/products/dewalt-paneel-tischkreissaege-d27111-qs-10031516-0-mQ9FbJkM-xm.jpg,N,1407.98
不重複,,2026-01-04-01,R-Toolineo,D27111-QS,-,DeWALT,"DeWALT - Paneel- und Tischkreissäge D27111-QS, 1500W, ø305mm",V00000000234658,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/tischkreissaege/paneel-und-tischkreissaege-d27111-qs-1500w-v00000000234658-prdV00000000234658-ctg28313.28549.32185,https://tlnzzassetsprd.blob.core.windows.net/images/web/405477_Produktbild_D150001003822679200x200.jpg,N,1267.35
不重複,,2026-01-04-01,R-Contorion,D27112-QS,-,DEWALT,DEWALT Paneel + Tischkreissäge D27112-QS,10031528,https://www.contorion.de/p/dewalt-paneel-tischkreissaege-d27112-qs-10031528,https://media.contorion.de/media/images/products/dewalt-paneel-tischkreissaege-d27112-qs-10031528-0-xXC9J48k-xm.jpg,N,1099.99
不重複,,2026-01-04-01,R-Toolineo,D27112-QS,-,DeWALT,DeWALT - Tischkreis- und Paneelsäge D27112,V00000000175923,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/paneelsaege/paneel-und-tischkreissaege-d27112-qs-1500w-v00000000175923-prdV00000000175923-ctg28313.28549.32183,https://tlnzzassetsprd.blob.core.windows.net/images/web/405477_Produktbild_D150001003822680200x200.jpg,N,1207.85
不重複,,2026-01-04-01,R-GoTools,D27112-QS,-,DeWalt,DeWALT Paneel- und Tischkreissäge D27112-QS 1600 Watt im Karton,125700,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-paneel-und-tischkreissaege-d27112-qs-1600-watt-im-karton_125700_16698,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/125700/middle/Ecomm-Large-D27112-1.jpg.avif,N,949.99
不重複,,2026-01-04-01,R-GoTools,DCS7485N,-,DeWalt,DeWalt 54V XR FLEXVOLT Akku-Tischkreissäge DCS7485N - ohne Akku ohne Lader,118935,https://www.gotools.de/marken/dewalt/dewalt-54v-xr-flexvolt-akku-tischkreissaege-dcs7485n-ohne-akku-ohne-lader_118935_9931,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/118935/middle/118935-DCS7485N.jpg.avif,N,619.99
不重複,,2026-01-04-01,R-Toolineo,DCS7485N,-,DeWALT,"DeWALT - Akku-Tischkreissäge 54,0 V DCS7485N",V00000001782252,https://toolineo.de/elektrowerkzeuge/halbstationaere-stationaere-maschinen/tischkreissaege/akku-tischkreissaege-dcs7485n-xj-54v-v00000001782252-prdV00000001782252-ctg28313.28549.32185,https://tlnzzassetsprd.blob.core.windows.net/images/web/Toolineo_DeWALT_Produktbilder_DCS7485N_Product_HighRes_2200x200.jpg,N,897.26
不重複,,2026-01-04-01,R-Conrad,DCS7485N-XJ,-,DEWALT,DEWALT Akku-Tischkreissäge 30 mm,3015028,https://www.conrad.de/de/p/dewalt-akku-tischkreissaege-30-mm-3015028.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015028PI00/dewalt-akku-tischkreissaege-30-mm.jpg?x=300&y=300,N,718.49
不重複,,2026-01-04-01,R-Conrad,DCS7485N-XJ,-,DEWALT,DEWALT Tischkreissäge 30 mm,3015062,https://www.conrad.de/de/p/dewalt-tischkreissaege-30-mm-3015062.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015062PI00/dewalt-tischkreissaege-30-mm.jpg?x=300&y=300,N,659.66
不重複,,2026-01-04-01,R-GoTools,DW745,with saw blade x1,DeWalt,Dewalt Tischkreissäge DW745 250mm 1850 Watt inkl. Parallelanschlag und Sägeblatt,121031,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-tischkreissaege-dw745-250mm-1850-watt-inkl-parallelanschlag-und-saegeblatt_121031_12029,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/121031/middle/121031-DW745-QS.jpg.avif,N,674.99
不重複,,2026-01-04-01,R-GoTools,DWE7485,"with saw blade x1, battery x1",DeWalt,DeWalt Tischkreissäge DWE7485 210 mm 1850 Watt + DeWALT Akku-Netz-Radio DCR027 + gratis Kühlbox,172998,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-tischkreissaege-dwe7485-210-mm-1850-watt-dewalt-akku-netz-radio-dcr027-gratis-kuehlbox_172998_63982,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/172998/middle/127998.jpg.avif,N,765.99
不重複,,2026-01-04-01,R-GoTools,DWE7485,"with saw blade x1, stand x1",DeWalt,DeWalt Tischkreissäge DWE7485 210 mm 1850 Watt und DeWalt Untergestell DE7400,129285,https://www.gotools.de/marken/dewalt/netzgeraete/dewalt-tischkreissaege-dwe7485-210-mm-1850-watt-und-dewalt-untergestell-de7400_129285_20283,https://cdn02.plentymarkets.com/qddd911h1zyd/item/images/129285/middle/Ecomm-Large-DWE7485RS-1.jpg.avif,N,679.99
不重複,,2026-01-04-01,R-Contorion,DWE7485-QS,-,DEWALT,DEWALT Tischkreissäge 1.850 Watt DWE7485-QS,85639563,https://www.contorion.de/p/dewalt-tischkreissaege-1-850-watt-dwe7485-qs-85639563,https://media.contorion.de/media/images/products/dewalt-tischkreissaege-1-850-watt-dwe7485-qs-85639563-0-zKkXx47U-xm.jpg,N,589.99
不重複,,2026-01-04-01,R-Conrad,DWE7485-QS,-,DEWALT,DEWALT DWE7485-QS Tischkreissäge 30 mm,3015061,https://www.conrad.de/de/p/dewalt-dwe7485-qs-tischkreissaege-30-mm-3015061.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015061PI00/dewalt-dwe7485-qs-tischkreissaege-30-mm.jpg?x=300&y=300,N,487.98
不重複,,2026-01-04-01,R-Contorion,DW872-QS,,DEWALT,DEWALT 1300 Watt Metallkreissäge DW872-QS,10031523,https://www.contorion.de/p/dewalt-1300-watt-metallkreissaege-dw872-qs-10031523,https://media.contorion.de/media/images/products/dewalt-1300-watt-metallkreissaege-dw872-qs-10031523-0-y6YTejdy-xm.jpg,Y,528.99
不重複,,2026-01-04-01,R-Conrad,DW872-QS,,DEWALT,DEWALT DW872-QS Metalltrennsäge 355 mm 1350 W,3015043,https://www.conrad.de/de/p/dewalt-dw872-qs-metalltrennsaege-355-mm-1350-w-3015043.html,https://asset.conrad.com/media10/isa/160267/c1/-/de/003015043PI00/dewalt-dw872-qs-metalltrennsaege-355-mm-1350-w.jpg?x=300&y=300,Y,474.79
不重複,,2026-01-04-01,R-Hornbach,DWE7485-QS,-,DeWalt,Tischkreissäge DeWalt DWE7485-QS 210 mm,10247292,https://www.hornbach.de/p/tischkreissaege-dewalt-dwe7485-qs-210-mm/10247292/,https://media.hornbach.de/hb/packshot/as.6506727.jpg?dvid=8,N,499
